评论内容,匹配的长文本
GPS信号弱,事后，君女士联系大疆无人机，提出医药费、精神损失费等赔偿以及修理无人机等诉求，但被告知，无人机失控为GPS信号弱以及机主操作不当所致，大疆不予赔偿医药费。对于大疆的处理方式和回应，君女士表示不满，且对于大疆无人机事后给出的检测报告持怀疑态度，认为无GPS信号不至于导致手柄操作失控。
信号弱立即准备返航,今日晚间飞行 起飞系统设置均正常 三级风左右 普通档-运动党 提示强风 信号弱立即准备返航。返航中出现故障：（智能返航）无法前进至返航点原地不动 （手动返航）前推飞行没反应发而向后退 。上升下降转向均正常。就是不能到返航点 近期无更新任何固件。 求助飞友们有遇到过嘛！准备送检看看
今天飞机一直提示GPS信号弱,昨天拿朋友的一台精灵4P 2.0玩，好几分钟搜星，一直不稳定。起飞时几颗星没注意看。飞到约100米高，直接转姿态模式，自己漂移了，第一次遇到这样的情况，吓到我了，瞬间飞了约几百米，目视已经看不清楚了，手忙脚乱，飞机感觉不太受控。还好立刻看姿态球，尝试几次拉高，转向。还好最后飞回来了。要是砸到人就麻烦了。今天飞机一直提示GPS信号弱，无法起飞。明明还放在桌子上，没动。老是不停提示：无人机已超目视距离，请小心飞。
信号弱的缘故,大疆公关部回复记者称，无人机的自动返航不是指原路返航，而是规划航线进行返航。经核查，用户手动将返航高度调整为30米，返航途中经过一片小区层高18楼（约50米高），也因此飞机发生碰撞掉落。用户提到的飞出200米就无法返航，也是因为该小区楼群遮挡，信号弱的缘故。
陈先生的无人机飞行中出现环境GPS信号弱、,根据大疆提供的数据分析报告（受理编号CAS-8229311-J2C3W2），陈先生的无人机飞行中出现环境GPS信号弱、遥控器信号受到建筑物遮挡的情况，在距离返航点239米时处于失控返航状态，由于飞行路径上出现建筑物遮挡且返航点与起飞点非同一位置，飞行器将在失控返航过程中与建筑物发生擦碰。
无人机失控为GPS信号弱,近日，一女子出游时就带上了无人机，但在使用时，她的大疆无人机突然失控，导致其手被割伤，右手拇指掌关节背侧皮开肉绽，该女子联系大疆无人机，提出医药费、精神损失费等赔偿，以及修理无人机等诉求，但大疆公司表示，无人机失控为GPS信号弱，以及机主操作不当所致，大疆不予赔偿医药费
无人机失控为GPS信号弱,事后，君女士联系大疆无人机，提出医药费、精神损失费等赔偿以及修理无人机等诉求，但被告知，无人机失控为GPS信号弱以及机主操作不当所致，大疆不予赔偿医药费。
无人机失控为GPS信号弱,事后，君女士联系大疆无人机，提出医药费、精神损失费等赔偿以及修理无人机等诉求，但被告知，无人机失控为GPS信号弱以及机主操作不当所致，大疆不予赔偿医药费。对于大疆的处理方式和回应，君女士表示不满，且对于大疆无人机事后给出的检测报告持怀疑态度，认为无GPS信号不至于导致手柄操作失控。
无人机失控为GPS信号弱以及机主操作不当所致,事后，君女士联系大疆无人机，提出医药费、精神损失费等赔偿以及修理无人机等诉求，但被告知，无人机失控为GPS信号弱以及机主操作不当所致，大疆不予赔偿医药费。
无人机失控为GPS信号弱以及机主操作不当所致,事后，君女士联系大疆无人机，提出医药费、精神损失费等赔偿以及修理无人机等诉求，但被告知，无人机失控为GPS信号弱以及机主操作不当所致，大疆不予赔偿医药费。对于大疆的处理方式和回应，君女士表示不满，且对于大疆无人机事后给出的检测报告持怀疑态度，认为无GPS信号不至于导致手柄操作失控。
如果提示信号弱,无人机中断信号前，并没有提示信号较弱，反而在失联后 app 提示信号较弱。这是不是产品的 bug 呢？（据我前几次的飞行经验，信号被遮挡干扰，是有由强变弱过程的，如果提示信号弱，我会马上拉回无人机，不会放任它继续向前飞的。）但此次事故，无人机失联前无任何提醒征兆。在设计弱信号预警的时候有没有留足余量？？
在设计弱信号预警的时候有没有留足余量,无人机中断信号前，并没有提示信号较弱，反而在失联后 app 提示信号较弱。这是不是产品的 bug 呢？（据我前几次的飞行经验，信号被遮挡干扰，是有由强变弱过程的，如果提示信号弱，我会马上拉回无人机，不会放任它继续向前飞的。）但此次事故，无人机失联前无任何提醒征兆。在设计弱信号预警的时候有没有留足余量？？
以往都会显示信号不好,1. rc pro 从录像切换到照片模式（设定为16：9）后，屏幕右侧出现一条竖着的横线，重新切换3：2一下就好了。不知道是固件问题还是遥控器问题 2. rc pro 显示23颗星 突然断联，以往都会显示信号不好，再断联，现在直接断联 3. air2s 视频边缘模糊，中间部分清晰，是光圈问题？还是画质这样？还是云台有问题 4. rc pro 自定义按键太鸡肋，很多好的自定义功能没法实现（比如自定义快门、自定义视频模式切换、自定义峰值及斑马纹显示、自定义照片格式选择等等，便于专业快速拍摄，这个就是一个固件的事吧） 5.DJI fly 右下角参数调节方式太难操作了，区域太小不容易点触，尤其冬天手指干燥发冷，更难点触，还是分两排，更增加操作难度，极其希望优化界面布局
返航过程中信号一直都不好,"那天自动返航飞回到2-3公里的时候几乎没有图传，平常都是满格的，这一次不知道为什么会那么差，返航过程中信号一直都不好，不停触发自动返航，每次触发它都急停几秒钟,"
不存在信号不好导致的大延迟,事发地环境如图，在沿岸停的轿车顶部起飞，轿车高1.5米。加上路面到湖面的距离，起飞点到湖面的总高度估计能达到6米，也就是说H值到-6m时才能真正触到湖面。然而我炸机时的高度仅为-0.9m，之后就完全失去了连接，-0.9m和-6m差值太大。另外，就算是触到湖面，那最后也应该有水花和离湖面真正很近的镜头，但是视频里根本没有，图传直接断连。当时飞机距离我只有100多米，且图传信号是满格，不存在信号不好导致的大延迟。所以我的观点是当时飞机突然断连后才掉进水里，然而大疆客服就是认定是我人为打杆失误，几次解释都是这样，说实话很不服。
遥控器信号受干扰”,昨天在一个大型办公场所的前方50米准备拍下一下大楼来着，结果刚爬到20米就出现“遥控器信号受干扰”的弹窗， 想想炸鸡的后果感到不寒而栗， 打杆下降，关机收桨，装包走人。 想问问大家， 遥控器也会被干扰吗？不是飞机的GPS信号会遭到干扰吗？ 这是什么情况？
不是飞机的GPS信号会遭到干扰吗,昨天在一个大型办公场所的前方50米准备拍下一下大楼来着，结果刚爬到20米就出现“遥控器信号受干扰”的弹窗， 想想炸鸡的后果感到不寒而栗， 打杆下降，关机收桨，装包走人。 想问问大家， 遥控器也会被干扰吗？不是飞机的GPS信号会遭到干扰吗？ 这是什么情况？
遥控信号也会被干扰,杭州城市阳台起飞后姿态模式极限救机。要来杭州城市阳台飞无人机的飞友注意了❗❗，这附近干扰严重，卫星信号很难搜到，并且很不稳定。遥控信号也会被干扰，才飞出去几百米就失联了
信号干扰强,大疆min3手机快传，非常非常慢，显示（信号干扰强，速度不稳定）怎么解决
无人机信号极易被干扰及遮蔽,经验教训：无人机信号极易被干扰及遮蔽，失控的无人机并非都会触发自动返航。大疆fly上的飞机定位并不准确。起飞即录像，保留坠机点的最后录像很重要！寻找飞机时利用另一架无人机重走坠机航路，反复比对确定坠机点，须知空中视角与地面视角差异很大。
由于信号干扰、,大疆公关部回复记者称，该名用户于加强警示区起飞，在该区域起飞时，APP将在起飞前弹窗提示用户注意飞行安全，且需要勾选责任同意的选项后才可以继续飞行。同时，加强警示区内，由于信号干扰、GNSS定位系统无法正常工作，无人机的自动返航功能将会受到干扰，可能无法完成自动返航。大疆售后原则还是多讲情，已为该用户特殊申请更换单机，且获得用户同意。
